strain_id,strain_code,strain_name,genus,species,origin,environment,n_colonies,n_replicate_wells,timepoint_h,area_median,area_mean,area_var,area_sd,l_median,l_mean,l_var,l_sd,a_median,a_mean,a_var,a_sd,b_median,b_mean,b_var,b_sd
275,DBVPG_10075,10075,Cystobasidium,Cystobasidium sp.,Italy,soil,2,2,78.0,18475.0,18475.0,21047072.0,4587.70879633832,77.69120940837534,77.69120940837534,0.5100272690980133,0.7141619347865114,5.857051363397565,5.857051363397565,0.16781839911471808,0.4096564403432687,0.14911038419336275,0.14911038419336275,0.1348592241982139,0.36723183984809094
312,DBVPG_6740,6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,Italy,plant,3,3,78.0,25697.0,23885.666666666668,59297217.33333333,7700.468643747166,75.33190117635544,75.29292199821485,0.06027550355413253,0.2455106994697635,9.607318292243484,9.325629578446275,0.5773696875007585,0.7598484635114809,1.869361637520095,1.6522583478234691,0.18037807324743824,0.4247093985861842
326,NRRL_Y-17376,Y17376,Rhodotorula,Rhodotorula araucariae,America,plant,3,3,78.0,23936.0,24538.0,1767532.0,1329.485614814993,77.84127632393714,77.22614575750912,1.2359996918642122,1.1117552301942242,4.290902895210724,5.477357508533463,5.7875212024338705,2.4057267514067076,1.2634035960564338,1.526947079249526,0.6044085514136799,0.7774371687883722
185,DBVPG_3768,3768,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,78.0,31147.5,32411.25,18415106.25,4291.282587991614,75.11510586905426,75.0913077170849,0.2794626403717015,0.5286422612426115,5.6961515700981735,5.78670881877289,0.17146890287419084,0.4140880375888572,5.440054808524025,5.4427979772941,0.0389626304160036,0.1973895397836562
194,DBVPG_3769,3769,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,78.0,30571.5,30893.25,1333555.5833333344,1154.7967714422025,78.14867586222962,77.99447324325136,0.1461902223039003,0.3823482997267025,7.170677356852215,7.252268789741834,0.042023277114640135,0.20499579779751617,5.49569063770377,5.485953896675843,0.008116345767613496,0.090090764052779
203,DBVPG_3770,3770,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,78.0,43567.5,44792.5,148019049.66666666,12166.307971881472,75.96659722419636,75.96948164418806,0.47286737253119293,0.6876535265169466,9.094246331716377,9.158364667220074,0.6984308323805176,0.8357217433934082,7.910177695767101,7.907933128294026,0.05003886986369336,0.22369369652203738
221,DBVPG_3772,3772,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,78.0,20970.5,21943.0,43909996.66666668,6626.461851294904,74.72250174963028,74.45095189840131,0.9465705005829784,0.9729185477638806,9.403100775238912,9.021071469693934,3.3509602032107604,1.8305628105068563,4.627015504067361,4.622648600204821,0.062407893039878155,0.24981571816016332
230,DBVPG_3773,3773,Rhodotorula,Rhodotorula dairenensis,Italy,soil,3,3,78.0,14244.0,12350.666666666666,129633822.33333333,11385.684974270689,75.68622264306975,74.12241764701632,8.913482956905481,2.985545671549086,7.099292444978783,5.758467262352158,6.17142807483804,2.484235913684133,0.3676779597894253,0.0004571276647583981,0.663641217849857,0.8146417727135388
192,DBVPG_3853,Y3853,Rhodotorula,Rhodotorula dairenensis,Italy,plant,4,4,78.0,25654.0,25180.0,7222592.666666667,2687.488170516601,77.750231387372,77.55833140986807,1.0462139116952824,1.0228459863025725,6.9123945094721195,6.896124196328408,0.15016960142677666,0.38751722726451354,5.22938140513155,5.2323046747798525,0.019551330368752024,0.1398260718491084
321,NRRL_Y-2504,Y2504,Rhodotorula,Rhodotorula dairenensis,America,soil,4,4,78.0,19639.0,18714.5,37265323.0,6104.532987870571,74.65510138831951,74.561098140412,1.0045611505746976,1.0022779806893383,6.3787188794114655,6.272043839492349,0.26442885307280284,0.5142264608835322,6.255191358458923,6.452935424906142,0.4692980852959096,0.685053344854187
71,TFCN_7W-292-3,7W-292-3 BY53-A7,Rhodotorula,Rhodotorula dairenensis,China,marsh_tidalflat,4,4,75.0,19648.5,21905.0,104324598.0,10213.941354834576,75.51261114663922,75.28565173449715,1.0932800552332822,1.0456003324565664,6.34491429489098,6.517435634918842,3.217725695358929,1.7938020223421896,2.3785389734664433,2.2912007314946385,2.1122536337103077,1.4533594303235204
282,DBVPG_6195,6195,Rhodotorula,Rhodotorula diobovata,Italy,marine,4,4,78.0,14024.0,13437.0,4710377.999999999,2170.3405262769247,77.30281604757653,77.13131003754359,0.525349149367484,0.7248097332179556,5.567480300374795,5.477021876617555,0.15327368383276402,0.3915018311997583,3.4825971454512383,3.351179144079683,0.11814057684613188,0.34371583735133865
291,DBVPG_6202,6202,Rhodotorula,Rhodotorula diobovata,Italy,marine,4,4,78.0,19067.5,17465.75,33088172.916666668,5752.231994336344,78.04587334468133,77.44818130064465,2.4890058230751095,1.577658335342323,5.648504454824163,5.341398054508332,0.7993653589063365,0.8940723454544025,2.5106686721240834,2.3926580045745327,0.506624454054776,0.7117755643844315
324,NRRL_Y-7196,Y7196,Rhodotorula,Rhodotorula diobovata,America,unknown,1,1,78.0,13652.0,13652.0,,,73.27269055342211,73.27269055342211,,,5.493878518940732,5.493878518940732,,,3.9337599210062857,3.9337599210062857,,
120,TFCN_17-334Y-6,17-334Y-6 BY116-F9,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,78.0,16603.5,13767.0,104450562.0,10220.105772446781,75.18866753085327,74.00702619337761,13.541656475021055,3.6798989761977237,7.519350551823956,6.617635478585008,15.83228070874656,3.9789798577960354,2.764088009161725,2.6113396921801586,2.933892286399461,1.712860848521987
297,TFCN_211C_2,211C-2 BY37-F3,Rhodotorula,Rhodotorula diobovata,China,,2,2,78.0,4118.5,4118.5,15674400.5,3959.0908678634796,76.06870110071208,76.06870110071208,0.03659941974472567,0.19130974816962587,6.241038946401517,6.241038946401517,2.9273205740104857,1.71094142915837,2.4828104035249154,2.4828104035249154,3.4003936132901824,1.8440156217587156
111,TFCN_25-335C-1,25-335C-1 BY120-B5,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,78.0,13697.0,14887.0,32176974.0,5672.475121144208,76.16646165538518,75.50498275887246,5.689592384442964,2.38528664617965,9.084336353043732,9.040663895116111,0.27450404527902594,0.5239313364163533,4.114999659869911,3.3353679827686022,2.9654774058319133,1.7220561564106769
91,TFCN_25-335P-1,25-335P-1 BY120-A5,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,78.0,12997.0,14639.75,22425646.25,4735.5724310794785,75.88665207951965,75.59532559174687,1.0515144915610133,1.0254338065233726,7.726063280937556,7.944827523503957,2.9288632574247195,1.7113921985987663,3.96050611592384,4.005588024430248,0.46189577313669367,0.6796291438252877
44,TFCN_7-9-2,7-9-2,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,75.0,14325.0,13915.5,4400438.333333334,2097.722177346975,75.86430142672924,75.27102952990826,3.717853738822797,1.9281736796312714,6.255418325097878,6.459579006772132,0.705652238033017,0.8400310934917927,2.959324106896899,2.8710372947163885,3.7933771953154185,1.9476594146090889
17,TFCN_7-9-3,7-9-3,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,75.0,17141.5,18555.0,38089356.666666664,6171.657529923924,75.45693983102083,75.15442999164077,4.85328520476327,2.2030172956114686,7.212305145592304,7.609709151171484,3.935152279069129,1.9837218250221298,4.560046814297864,4.378665439587484,0.41047168142624885,0.6406806391848039
270,TFCN_7_6_3,7-6-2003,Rhodotorula,Rhodotorula diobovata,China,,4,4,78.0,28833.0,28048.25,14002918.25,3742.0473340138283,77.6278514596026,77.57633326352635,0.016983045455960858,0.13031901417659994,5.104405249123825,4.751477268881566,0.8472338755529621,0.9204530816684586,4.078565969751969,3.7498285867373418,0.6554527559354307,0.809600368043043
327,NRRL_Y-48721,Y48721,Rhodotorula,Rhodotorula evergladensis,America,,4,4,78.0,22824.0,22790.25,57009422.916666664,7550.4584573830125,74.88617391799238,74.88858377754919,1.4948167158698948,1.2226269733119317,9.970235125825067,9.790121197279998,0.5245871041478355,0.7242838560590975,3.776031863715079,3.7251620657268085,0.294684433506802,0.5428484443256718
184,DBVPG_3380,3380,Rhodotorula,Rhodotorula glutinis,Italy,plant,1,1,78.0,1189.0,1189.0,,,71.80362290701957,71.80362290701957,,,6.894136641434567,6.894136641434567,,,6.620661967367414,6.620661967367414,,
187,DBVPG_3985,3985,Rhodotorula,Rhodotorula glutinis,Italy,cave,1,1,78.0,558.0,558.0,,,70.76615566040518,70.76615566040518,,,5.536388177053652,5.536388177053652,,,4.485844797642791,4.485844797642791,,
314,DBVPG_6081,6081,Rhodotorula,Rhodotorula glutinis,Italy,air_cloud,3,2,78.0,11805.0,14378.0,31441417.0,5607.264662917205,74.75953357008501,74.61816642570577,0.5834864363265881,0.7638628386867554,0.6458279558899105,3.422747555919351,23.651047146770612,4.863234227010931,0.512524923714941,1.4643778994914536,3.172940045415813,1.7812748371365417
294,DBVPG_6083,6083,Rhodotorula,Rhodotorula graminis,Italy,plant,2,2,78.0,7971.5,7971.5,23235744.5,4820.346927348694,75.22226803559377,75.22226803559377,4.054310380257052,2.01353181754276,7.429797833290356,7.429797833290356,22.3547827407269,4.728084468442469,2.478679273701162,2.478679273701162,13.836758355493068,3.719779342312265
320,NRRL_Y-2474,Y2474,Rhodotorula,Rhodotorula graminis,America,plant,3,3,78.0,5274.0,5545.666666666667,3942164.333333334,1985.488436967925,76.88231560005097,76.87619196029425,0.0021542477869871414,0.046413874940443633,4.233190036419393,3.929373706797403,0.34922697996221613,0.5909542960011511,3.39206419759146,3.2786019063758887,0.8642154834331249,0.929631907495179
128,TFCN_17-0-2E329-4,17-0-2E329-4 BY115-C8,Rhodotorula,Rhodotorula graminis,China,marsh_tidalflat,1,1,78.0,22924.0,22924.0,,,77.17519733514669,77.17519733514669,,,5.73796242719915,5.73796242719915,,,1.5445797682869356,1.5445797682869356,,
311,DBVPG_10383,10383,Rhodotorula,Rhodotorula kratochvilovae,Italy,soil,4,4,78.0,14662.0,15241.5,16268331.0,4033.401914017496,74.14551670344025,74.18828527848203,0.7182033677731224,0.8474688004718064,5.438537861261944,5.485804809798141,0.3014102396014277,0.549008414873058,7.0533673070355904,6.7780764842872285,2.183361295996962,1.4776201460446328
